SRR          CE              FP               GO              IOGA  NP  OA
SRR1946237:  INCOMPLETE_low  PARTIAL          INCOMPLETE_low  -     -   -
SRR1946238:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946239:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946241:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946242:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946243:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946245:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946246:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946247:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946249:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946250:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946251:  INCOMPLETE_low  PARTIAL          INCOMPLETE_low  -     -   -
SRR1946252:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946253:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946254:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946255:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946256:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946257:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946258:  SUCCESS         SUCCESS          -               -     -   -
SRR1946259:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946260:  SUCCESS         SUCCESS          -               -     -   -
SRR1946261:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946262:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946264:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946265:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946266:  SUCCESS         INCOMPLETE_low   -               -     -   -
SRR1946268:  SUCCESS         SUCCESS          -               -     -   -
SRR1946269:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946270:  SUCCESS         SUCCESS          -               -     -   -
SRR1946271:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946273:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946274:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946275:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946276:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946277:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946278:  SUCCESS         SUCCESS          -               -     -   -
SRR1946279:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946280:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946281:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946282:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946283:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946284:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946285:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946286:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946287:  SUCCESS         SUCCESS          -               -     -   -
SRR1946288:  SUCCESS         SUCCESS          -               -     -   -
SRR1946289:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946290:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946291:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946292:  INCOMPLETE_low  PARTIAL          -               -     -   -
SRR1946294:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946295:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946296:  SUCCESS         SUCCESS          -               -     -   -
SRR1946298:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946299:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946300:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946301:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946303:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946304:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946305:  SUCCESS         SUCCESS          -               -     -   -
SRR1946307:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946308:  SUCCESS         PARTIAL          INCOMPLETE_low  -     -   -
SRR1946309:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946310:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946311:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946312:  SUCCESS         SUCCESS          -               -     -   -
SRR1946313:  SUCCESS         SUCCESS          -               -     -   -
SRR1946314:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946315:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946316:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946317:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946318:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946319:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946320:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946322:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946323:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946324:  SUCCESS         SUCCESS          -               -     -   -
SRR1946326:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946327:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946328:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946330:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946331:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946332:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946333:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946334:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946335:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946336:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946337:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946338:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946339:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946341:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946342:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946343:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946345:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946346:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946347:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946349:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946350:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946351:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946352:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946353:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946354:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946356:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946357:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946358:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946359:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946360:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946361:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946362:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946364:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946365:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946366:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946368:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946369:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946370:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946371:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946372:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946373:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946374:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946375:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946376:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946377:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946378:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946379:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946380:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946381:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946382:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946383:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946384:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946385:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946386:  SUCCESS         SUCCESS          -               -     -   -
SRR1946387:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946388:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946389:  SUCCESS         SUCCESS          -               -     -   -
SRR1946390:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946391:  SUCCESS         SUCCESS          -               -     -   -
SRR1946392:  SUCCESS         SUCCESS          -               -     -   -
SRR1946394:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946395:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946396:  SUCCESS         INCOMPLETE_low   -               -     -   -
SRR1946398:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946399:  SUCCESS         SUCCESS          -               -     -   -
SRR1946400:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946401:  SUCCESS         SUCCESS          -               -     -   -
SRR1946402:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946403:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946404:  SUCCESS         SUCCESS          -               -     -   -
SRR1946405:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946406:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946407:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946408:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946409:  SUCCESS         SUCCESS          -               -     -   -
SRR1946410:  SUCCESS         SUCCESS          -               -     -   -
SRR1946411:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946412:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946414:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946415:  SUCCESS         SUCCESS          -               -     -   -
SRR1946416:  SUCCESS         SUCCESS          -               -     -   -
SRR1946418:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1946419:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946420:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1946421:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946422:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946423:  SUCCESS         ERROR            INCOMPLETE_low  -     -   -
SRR1946424:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946425:  SUCCESS         INCOMPLETE_high  INCOMPLETE_low  -     -   -
SRR1946426:  SUCCESS         SUCCESS          -               -     -   -
SRR1946427:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946428:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946429:  SUCCESS         ERROR            INCOMPLETE_low  -     -   -
SRR1946431:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946432:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946433:  SUCCESS         SUCCESS          -               -     -   -
SRR1946435:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946436:  SUCCESS         SUCCESS          -               -     -   -
SRR1946437:  SUCCESS         SUCCESS          -               -     -   -
SRR1946439:  SUCCESS         SUCCESS          -               -     -   -
SRR1946440:  SUCCESS         SUCCESS          -               -     -   -
SRR1946441:  SUCCESS         SUCCESS          -               -     -   -
SRR1946442:  SUCCESS         SUCCESS          -               -     -   -
SRR1946443:  SUCCESS         SUCCESS          -               -     -   -
SRR1946444:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946445:  SUCCESS         INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946446:  SUCCESS         PARTIAL          INCOMPLETE_low  -     -   -
SRR1946447:  SUCCESS         SUCCESS          -               -     -   -
SRR1946448:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946449:  SUCCESS         ERROR            INCOMPLETE_low  -     -   -
SRR1946450:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946452:  SUCCESS         SUCCESS          -               -     -   -
SRR1946453:  SUCCESS         SUCCESS          -               -     -   -
SRR1946454:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946456:  SUCCESS         SUCCESS          -               -     -   -
SRR1946457:  SUCCESS         SUCCESS          -               -     -   -
SRR1946458:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946460:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946461:  INCOMPLETE_low  ERROR            INCOMPLETE_low  -     -   -
SRR1946462:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946463:  SUCCESS         SUCCESS          -               -     -   -
SRR1946464:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946465:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946466:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946468:  SUCCESS         SUCCESS          -               -     -   -
SRR1946469:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946470:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946471:  SUCCESS         SUCCESS          -               -     -   -
SRR1946473:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946474:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946475:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946477:  INCOMPLETE_low  SUCCESS          -               -     -   -
SRR1946478:  SUCCESS         SUCCESS          -               -     -   -
SRR1946479:  SUCCESS         SUCCESS          -               -     -   -
SRR1946480:  SUCCESS         SUCCESS          -               -     -   -
SRR1946481:  SUCCESS         SUCCESS          -               -     -   -
SRR1946484:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946485:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946487:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946488:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946489:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946490:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946492:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946496:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946499:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946500:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946501:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946503:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946505:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946507:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946509:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946510:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946516:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946518:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946521:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946522:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946525:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946527:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946528:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946529:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946535:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946539:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946541:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946543:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946545:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946548:  NO_PAIR         NO_PAIR          -               -     -   -
SRR1946552:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946553:  SUCCESS         SUCCESS          -               -     -   -
SRR1946554:  INCOMPLETE_low  INCOMPLETE_low   -               -     -   -
SRR1946556:  SUCCESS         SUCCESS          -               -     -   -
SRR1946557:  SUCCESS         SUCCESS          -               -     -   -
SRR1946558:  SUCCESS         SUCCESS          -               -     -   -
SRR1946560:  SUCCESS         SUCCESS          -               -     -   -
SRR1946561:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946562:  SUCCESS         SUCCESS          -               -     -   -
SRR1946563:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946564:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946565:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946566:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946567:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946568:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
SRR1946569:  INCOMPLETE_low  INCOMPLETE_low   INCOMPLETE_low  -     -   -
